feature,shap_importance
concave points_worst,0.4824737910061155
concave points_mean,0.34682828018667455
radius_worst,0.2726401544681808
texture_worst,0.25941237284303204
perimeter_worst,0.25075507116868445
perimeter_mean,0.2186667742692913
radius_mean,0.2169937408853364
concavity_mean,0.17950614076361232
texture_mean,0.16679737310921114
area_mean,0.16374078318855267
area_worst,0.1584380756332551
smoothness_worst,0.15771924309854518
concavity_worst,0.13803278279778114
compactness_worst,0.09446151842208048
fractal_dimension_mean,0.08434997649193937
smoothness_mean,0.08198463578637852
symmetry_worst,0.08142579128481761
radius_se,0.07583772680687072
compactness_mean,0.07169163621468667
symmetry_mean,0.0624178860607359
compactness_se,0.05635067421823574
perimeter_se,0.055158284389341415
concave points_se,0.042720358836902034
area_se,0.03827035165780278
fractal_dimension_worst,0.029838250364405242
symmetry_se,0.02776118019334612
fractal_dimension_se,0.026062230341764563
texture_se,0.022232548467500782
concavity_se,0.013171305204710153
smoothness_se,0.005862686949412805
