feature,shap_importance
concave points_mean,1.356883530886538
perimeter_worst,1.242430862919457
concave points_worst,0.6091041563482372
texture_worst,0.43088911388825796
area_worst,0.4179169589835415
area_se,0.31751343070285754
texture_mean,0.28812560253602043
radius_worst,0.2387888098825515
smoothness_mean,0.15981372921383766
smoothness_worst,0.12027012402723417
concavity_worst,0.10540781543890805
compactness_se,0.06782658173831997
compactness_worst,0.06672242152816847
concavity_mean,0.06578706879841238
radius_se,0.04940188820595794
fractal_dimension_se,0.0459224947345742
symmetry_worst,0.03741783796504286
perimeter_se,0.029591461631186623
symmetry_se,0.029195191648771955
symmetry_mean,0.02230326462447379
area_mean,0.022119549704545993
radius_mean,0.018264656291762275
concavity_se,0.015713094528219545
perimeter_mean,0.012343036746948154
fractal_dimension_worst,0.011481877080807834
smoothness_se,0.010768146369496986
compactness_mean,0.008524636977757688
concave points_se,0.007348173937246118
fractal_dimension_mean,0.006400272782312134
texture_se,0.00571973419922004
