feature,shap_importance
concave points_mean,1.1588034629821777
perimeter_worst,0.9305891990661621
texture_worst,0.8899493217468262
concave points_worst,0.8817117810249329
area_worst,0.850590169429779
concavity_worst,0.6035028100013733
area_se,0.4967658519744873
texture_mean,0.41471296548843384
smoothness_worst,0.35911619663238525
radius_worst,0.33862215280532837
compactness_se,0.1902221441268921
symmetry_worst,0.1586204171180725
smoothness_mean,0.14935319125652313
radius_mean,0.14845263957977295
fractal_dimension_mean,0.14031879603862762
area_mean,0.08639606833457947
compactness_mean,0.07587682455778122
symmetry_se,0.06049594283103943
radius_se,0.02631961926817894
fractal_dimension_worst,0.02481972984969616
smoothness_se,0.017612142488360405
concave points_se,0.012750064954161644
fractal_dimension_se,0.011822889558970928
compactness_worst,0.007889599539339542
concavity_mean,0.00787579920142889
symmetry_mean,0.007867502048611641
perimeter_mean,0.006719688884913921
concavity_se,0.001847103820182383
perimeter_se,0.0
texture_se,0.0
