feature,mean_importance
concavity_se,-0.023448274922686127
concave points_se,-0.011871022552869773
concavity_worst,-0.007964313527554409
radius_mean,-0.007949461752593322
perimeter_mean,-0.00548695331064866
symmetry_se,-0.0049700920057689614
symmetry_mean,-0.004279119090616454
area_mean,-0.001383905138575231
fractal_dimension_worst,-0.0011842055194083822
smoothness_mean,-8.466572419134066e-05
compactness_worst,0.0017818992118033006
smoothness_se,0.0036084134758008145
symmetry_worst,0.006986539848610809
texture_se,0.01005877449626913
texture_mean,0.012327310483637981
smoothness_worst,0.012502211125220741
fractal_dimension_mean,0.01755603323156448
perimeter_worst,0.019903452292229562
compactness_mean,0.03129853094796064
fractal_dimension_se,0.034013620566036115
concavity_mean,0.041975637754491084
concave points_worst,0.04889252600843001
perimeter_se,0.05920457847878289
texture_worst,0.10011295623496645
radius_worst,0.13138313747479938
compactness_se,0.15509728312107834
area_worst,0.20995091541952626
concave points_mean,0.2129897543264005
area_se,0.2796925196163367
radius_se,0.301135850294275
