feature,shap_importance
area_worst,1.9141912623894286
concave points_mean,1.146774878697949
concave points_worst,1.1275518331521392
texture_worst,0.999767987802658
perimeter_worst,0.7675153110258489
radius_se,0.6708100557588174
concavity_worst,0.555145896044458
area_se,0.4796396231018584
smoothness_mean,0.4128204792410597
symmetry_worst,0.34848963003934286
texture_mean,0.2657575413503592
fractal_dimension_worst,0.17739232529395632
smoothness_worst,0.16019538672537564
compactness_se,0.15459600266686527
compactness_mean,0.15020055818603842
symmetry_se,0.1393435751875004
fractal_dimension_se,0.0644371998968186
fractal_dimension_mean,0.03419370255199279
perimeter_mean,0.023507494905573384
compactness_worst,0.008338584398538476
