feature,shap_importance
area_worst,1.7254371643066406
concave points_worst,1.357979416847229
texture_worst,0.8703283667564392
perimeter_worst,0.8364469408988953
area_se,0.550129771232605
smoothness_worst,0.27190250158309937
concavity_worst,0.2689823806285858
smoothness_mean,0.22537484765052795
concave points_mean,0.18796852231025696
symmetry_se,0.1782355010509491
texture_mean,0.15094570815563202
symmetry_worst,0.13231554627418518
radius_worst,0.11268693208694458
fractal_dimension_se,0.1103815883398056
radius_se,0.08074531704187393
area_mean,0.07414305955171585
compactness_mean,0.058028239756822586
compactness_se,0.05070393905043602
perimeter_se,0.046245332807302475
smoothness_se,0.03516533598303795
compactness_worst,0.027661394327878952
symmetry_mean,0.021640384569764137
texture_se,0.019130470231175423
concave points_se,0.010716757737100124
concavity_mean,0.009599726647138596
concavity_se,0.006198160815984011
radius_mean,0.0030312954913824797
fractal_dimension_mean,0.0
perimeter_mean,0.0
fractal_dimension_worst,0.0
