feature,shap_importance
concave points_mean,0.9066420932595319
concave points_worst,0.8849210776438686
area_worst,0.6459968825329173
radius_worst,0.48271841287816625
perimeter_worst,0.47656811979641445
texture_worst,0.3523580625140785
area_se,0.148326454244426
concavity_worst,0.13971189607963602
area_mean,0.10347225650282578
texture_mean,0.08575780588315851
radius_se,0.04953061921694372
smoothness_mean,0.042193455844770404
symmetry_worst,0.03487780480235044
perimeter_se,0.03324046458765606
texture_se,0.030701685687216967
smoothness_worst,0.025500880736630524
concavity_mean,0.019758939983275627
radius_mean,0.015263666124386713
compactness_se,0.013280240249721211
fractal_dimension_se,0.012492401670658142
concave points_se,0.009686591558715608
compactness_mean,0.009263999894755175
fractal_dimension_worst,0.008462582780768876
fractal_dimension_mean,0.00843225611601196
perimeter_mean,0.008173419174058547
smoothness_se,0.006585380837667649
symmetry_mean,0.0064643612482757976
concavity_se,0.004044365696581773
compactness_worst,0.003892579292581074
symmetry_se,0.00043720330790830855
