feature,shap_importance
perimeter_worst,0.10719942260249392
concave points_mean,0.1038103642341602
area_worst,0.07700361707992207
radius_worst,0.06590518701443229
concave points_worst,0.044421684569083894
texture_worst,0.02118532964833606
concavity_worst,0.02045863275432758
area_se,0.014208969743430711
perimeter_se,0.009832346616122704
texture_mean,0.008441852472749768
fractal_dimension_mean,0.004434413834737004
area_mean,0.004037484759867163
radius_se,0.003763782246506386
concave points_se,0.00344446746179033
perimeter_mean,0.003420454446977725
fractal_dimension_se,0.0034171397326392384
smoothness_worst,0.0029682708928026173
fractal_dimension_worst,0.002599918072391797
symmetry_worst,0.0017798711417310784
concavity_se,0.0016812059593856925
smoothness_se,0.0016469049949331487
compactness_se,0.0015058401433662278
compactness_worst,0.0006752635795451002
symmetry_mean,0.0005872423324441759
symmetry_se,0.0004722870230219448
texture_se,0.00018040612297077279
concavity_mean,0.0
compactness_mean,0.0
smoothness_mean,0.0
radius_mean,0.0
