feature,shap_importance
perimeter_worst,0.32757014487966013
concavity_worst,0.09061248815648451
texture_mean,0.04385549241342609
symmetry_worst,0.0229712712591445
radius_se,0.02222477639942341
area_se,0.02136953860249586
area_worst,0.021032016055518233
smoothness_worst,0.008661308756842448
texture_worst,0.005734481762935423
fractal_dimension_se,0.002698138656484019
radius_mean,0.0
concave points_se,0.0
concave points_worst,0.0
compactness_worst,0.0
radius_worst,0.0
symmetry_se,0.0
compactness_se,0.0
concavity_se,0.0
smoothness_se,0.0
perimeter_se,0.0
texture_se,0.0
fractal_dimension_mean,0.0
symmetry_mean,0.0
concave points_mean,0.0
concavity_mean,0.0
compactness_mean,0.0
smoothness_mean,0.0
area_mean,0.0
perimeter_mean,0.0
fractal_dimension_worst,0.0
