feature,shap_importance
area_worst,1.8001928329467773
concave points_mean,1.340022325515747
texture_worst,0.9596318006515503
concave points_worst,0.9276436567306519
perimeter_worst,0.6320047974586487
area_se,0.4596281051635742
symmetry_worst,0.3686988651752472
concavity_worst,0.36798369884490967
smoothness_mean,0.3524419665336609
texture_mean,0.2168412208557129
compactness_se,0.14978836476802826
radius_se,0.14159460365772247
fractal_dimension_worst,0.09322421252727509
symmetry_se,0.08156653493642807
compactness_mean,0.07350604236125946
smoothness_worst,0.06254280358552933
compactness_worst,0.041446540504693985
perimeter_mean,0.032134685665369034
fractal_dimension_se,0.02312673069536686
fractal_dimension_mean,0.012838521040976048
