feature,shap_importance
concave points_worst,2.114585007308206
concave points_mean,1.4573193137548253
area_worst,1.413580948009484
concavity_worst,1.1778410859609214
perimeter_worst,1.1341935084688737
area_se,0.639263286319812
texture_worst,0.6392024369981706
texture_mean,0.4823731937522539
radius_worst,0.3202720694401272
smoothness_worst,0.27031898660512527
fractal_dimension_se,0.2366282746594688
compactness_se,0.19303438877473442
radius_se,0.18709766107251194
symmetry_se,0.1589578267222283
concavity_mean,0.14045864187155122
symmetry_mean,0.13445008248082355
smoothness_mean,0.1031133744914173
perimeter_se,0.09734224452365739
concave points_se,0.08989247163702721
compactness_mean,0.0683583183852351
concavity_se,0.06557130394428552
symmetry_worst,0.06263356328545357
compactness_worst,0.059394365153994884
fractal_dimension_mean,0.04099991901832205
smoothness_se,0.03894563559764987
texture_se,0.02543983521223876
fractal_dimension_worst,0.02092392876151825
area_mean,0.015865271375777108
perimeter_mean,0.011643160594264653
radius_mean,0.007333538141622555
