Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0785970907165094,0.0080154745545241,0.0864144976484228,0.0343628966886481,0.1226506422329533,0
0.0003256256904594,0.0286340954910181,0.0598092839674745,0.0895776094574774,0.0383743662776019,0
-0.0029557619436213,0.018740119376801,0.0649688049018429,0.0607430014235075,0.0147983069248692,1
0.0216525332003855,0.0208360952139236,0.0776236495134463,0.0243110094251278,0.0094152729973484,0
0.0094996133527343,0.0192592807353943,-0.0083310850946061,0.0585087800824596,0.0012032336918839,1
0.0188449796059034,-0.0040416321996456,0.0255206416351267,0.0034588859971843,0.0262377376270518,1
-0.0020759895522923,0.0097293747841987,0.0104906680052561,0.0387825745159683,0.0063552138966092,1
0.0167694516208551,0.030226477526364,-0.0082766713256393,0.0151843725555521,0.0049109362066644,1
0.0201137368621689,0.0034513365520901,0.0297902747898035,-0.0020046472087947,0.0031188053625046,1
-0.001538569571947,-0.0006262890076609,0.0235065834279647,-0.0031886305555376,0.0234387515677623,3
-0.0007886342778901,3.2954875553742326e-06,-0.0012595887009772,0.0008671542396972,0.0399136736164605,2
0.0038119926563976,0.0236684328227719,0.0005928249559898,0.0029990290741338,0.0007004333376016,1
0.0086934289283159,0.0007142016216418,0.0180876361057599,8.778573972944015e-05,-0.0005175963853577,1
0.0035883161455381,0.0001937241586626,0.0026094974656107,0.001698643941645,0.0041481618456863,0
-0.0010951274796207,0.0002782574636684,-1.3180769604044515e-05,-2.864392818918704e-06,0.0109343294986494,3
0.0027783579901679,0.0002779054902001,0.0010013958134404,0.0032730709299357,0.00224593345419,0
-0.0103716513936126,0.0039484732068541,0.0025387464739112,0.0199774185847274,-0.0071639385165957,2
0.0021979479501437,-0.0007709982646655,-0.0001140169868071,0.0028289698716589,0.0009944214411258,2
-0.000121415803553,6.242310466820223e-05,-0.0007574443884267,-4.236262490862064e-05,0.0041893893567541,3
0.0007952130401054,0.0011805488647603,-0.0015398216818009,0.0005232846198782,0.0015930236829857,1
0.0009257884831775,5.457945775094453e-05,-0.0003210304874255,0.0014135757902523,-7.694638071983895e-05,2
-4.841646844625791e-05,0.0001195371684895,4.962828591529439e-05,0.0001120080592753,3.478203878776731e-05,2
-4.287033538610818e-06,-2.041864014526717e-05,8.48309313036949e-05,0.0001791191906301,-0.0002433483281684,4
-0.000187835776935,-1.1807376859870878e-05,-0.0002099927974082,-0.0001722378527271,1.3308831778691133e-06,4
-0.000728137583111,-0.0005705030967896,-0.0011218584302856,-0.0005133753042212,0.0008611343505244,4
-0.0008409058998789,-5.1645010233875024e-05,-0.0003016552456492,-0.0012224241712353,-0.0001133666991983,5
-0.000394424210249,0.000306400614191,-0.0029546968121352,-0.000440751126129,-0.0002359731968194,4
-0.0003108928283929,0.0024598798862068,0.0025547544116751,-0.0063252915699754,-0.002313657949093,3
0.0011650259297124,-7.169983603512175e-05,-0.0059935184483204,-0.0025149231941843,-0.0004541718098694,4
-0.0004029637780905,-0.0002105458677165,0.0006586966399969,-0.0010562929339838,-0.0084524191315118,5
0.0003302214894487,-0.0045144851082884,0.0028885805125255,-0.0142392783507897,7.30356476098315e-05,2
