feature,shap_importance
concave points_mean,1.0800139904022217
perimeter_worst,0.9969820976257324
concave points_worst,0.8645574450492859
texture_worst,0.8202871084213257
area_worst,0.7503753900527954
concavity_worst,0.5463739633560181
texture_mean,0.3734167218208313
area_se,0.3558097779750824
radius_worst,0.3393154740333557
smoothness_worst,0.32856518030166626
radius_mean,0.1459428071975708
compactness_se,0.13714799284934998
smoothness_mean,0.1347634345293045
fractal_dimension_mean,0.11336062848567963
symmetry_worst,0.06653162091970444
compactness_mean,0.05478028580546379
radius_se,0.04116062447428703
fractal_dimension_worst,0.040909308940172195
area_mean,0.03991179168224335
symmetry_se,0.029049783945083618
concave points_se,0.0164486076682806
fractal_dimension_se,0.015631897374987602
smoothness_se,0.014247669838368893
concavity_se,0.011833015829324722
concavity_mean,0.011743842624127865
symmetry_mean,0.006566844880580902
compactness_worst,0.005245096515864134
perimeter_mean,0.004507686477154493
perimeter_se,0.003364650532603264
texture_se,0.0
