feature,mean_importance
radius_mean,-0.030690254573603214
perimeter_mean,-0.02102635190609773
perimeter_se,-0.01695499294472873
area_se,-0.013732697720142184
radius_se,-0.004572922920450406
symmetry_worst,-0.0021114696820060284
smoothness_worst,-0.0006970859177028221
area_worst,-0.0003000467675251528
compactness_mean,-0.00023878040533885646
concavity_se,-0.0002129855048583984
symmetry_se,-0.0001415463482125734
smoothness_mean,-0.00011937808582276332
compactness_se,-0.00011003562002548373
smoothness_se,-4.4866694169742874e-05
concave points_se,-4.424208385291895e-05
fractal_dimension_se,-3.625346904090332e-05
fractal_dimension_mean,4.504048807300043e-05
concavity_mean,5.253103404924131e-05
symmetry_mean,7.82404387481228e-05
fractal_dimension_worst,0.0005219480621545536
concave points_mean,0.0009497201210512229
concave points_worst,0.0017053892546949334
compactness_worst,0.0027785928621014144
area_mean,0.006024833627026316
concavity_worst,0.00632893127581986
perimeter_worst,0.006925626956139885
radius_worst,0.009884071320437804
texture_mean,0.013782704073951102
texture_se,0.02471191663063086
texture_worst,0.06538430373360793
