feature,shap_importance
concave points_mean,0.1613278103878306
perimeter_worst,0.15608037502450361
radius_worst,0.12103203471282754
concave points_worst,0.030293783271010757
texture_worst,0.025504421009294866
texture_mean,0.02095144582201527
radius_se,0.013805115977811266
concavity_worst,0.00639853511526105
fractal_dimension_se,0.0008837779991455537
radius_mean,0.0
concave points_se,0.0
symmetry_worst,0.0
compactness_worst,0.0
smoothness_worst,0.0
area_worst,0.0
symmetry_se,0.0
compactness_se,0.0
concavity_se,0.0
smoothness_se,0.0
area_se,0.0
perimeter_se,0.0
texture_se,0.0
fractal_dimension_mean,0.0
symmetry_mean,0.0
concavity_mean,0.0
compactness_mean,0.0
smoothness_mean,0.0
area_mean,0.0
perimeter_mean,0.0
fractal_dimension_worst,0.0
