feature,mean_importance
smoothness_se,-0.0005765035079806191
fractal_dimension_mean,-0.0001763741878906877
compactness_se,-2.2204460492503132e-17
concave points_se,-1.1102230246251566e-17
concavity_se,-1.1102230246251566e-17
radius_mean,-1.1102230246251566e-17
texture_se,0.0
perimeter_mean,0.0
fractal_dimension_worst,5.551115123125783e-18
fractal_dimension_se,0.00015121565177477758
compactness_mean,0.000214820151030487
symmetry_mean,0.00024151706938759787
area_mean,0.0004888633719093205
symmetry_se,0.0008131000444991432
concavity_mean,0.0027580398967464227
perimeter_se,0.002869218342713281
smoothness_mean,0.0032983262992901884
compactness_worst,0.004392220012908038
symmetry_worst,0.004938522735096906
smoothness_worst,0.00677444218769388
texture_worst,0.01703465294465211
radius_se,0.01802873581876836
texture_mean,0.01930757270914247
area_se,0.022486236273785064
area_worst,0.026584086206618625
radius_worst,0.028149981348702814
concave points_mean,0.030412712440152888
concavity_worst,0.0849190933083887
concave points_worst,0.0931971951728499
perimeter_worst,0.15248620577603317
