feature,shap_importance
concave points_mean,1.7006328105926514
area_worst,1.459941029548645
concave points_worst,1.1952838897705078
concavity_worst,0.9717435240745544
area_se,0.7875156998634338
texture_mean,0.6266866326332092
compactness_se,0.4983903765678406
texture_worst,0.48838815093040466
smoothness_worst,0.22475166618824005
symmetry_se,0.2190108299255371
smoothness_mean,0.1693435162305832
perimeter_worst,0.09390205144882202
radius_se,0.07062007486820221
fractal_dimension_se,0.04326002672314644
perimeter_mean,0.03571315109729767
symmetry_worst,0.02567717619240284
compactness_mean,0.025676701217889786
compactness_worst,0.024045545607805252
fractal_dimension_worst,0.01795000582933426
fractal_dimension_mean,0.01427161879837513
