feature,shap_importance
concave points_worst,0.48679943694429145
concave points_mean,0.31017938374060483
texture_worst,0.2975366351249317
radius_worst,0.2734710079610647
perimeter_worst,0.2528129128170671
perimeter_mean,0.20655606457361758
radius_mean,0.20613550073818726
texture_mean,0.18646189769652766
concavity_mean,0.18056948571165382
concavity_worst,0.16496442060410355
area_mean,0.15499912081784284
area_worst,0.15435894807573755
smoothness_worst,0.15364231782506316
fractal_dimension_mean,0.12056771359967217
symmetry_worst,0.09894469224616899
compactness_worst,0.09292914832760751
radius_se,0.0719246566222652
symmetry_mean,0.06306569219549243
perimeter_se,0.05790968094570257
compactness_se,0.05468549292929947
smoothness_mean,0.04281615747058265
area_se,0.03614394727813298
compactness_mean,0.03514765694801906
fractal_dimension_se,0.033605846240900926
fractal_dimension_worst,0.02376159662208555
concave points_se,0.022721215524570296
texture_se,0.017615376747142555
symmetry_se,0.013613425979184706
smoothness_se,0.011999572240709902
concavity_se,0.01011884518919425
