feature,shap_importance
area_worst,1.4328993558883667
concave points_mean,1.2523746490478516
perimeter_worst,1.0270271301269531
texture_worst,0.9202027916908264
concave points_worst,0.7560014724731445
concavity_worst,0.5518825054168701
area_se,0.508132815361023
texture_mean,0.4374074637889862
smoothness_worst,0.4097457528114319
symmetry_worst,0.18430568277835846
compactness_se,0.18238776922225952
fractal_dimension_mean,0.1382555514574051
smoothness_mean,0.12460533529520035
compactness_mean,0.07707317173480988
symmetry_se,0.05183113366365433
fractal_dimension_worst,0.05150848999619484
perimeter_mean,0.0331764854490757
radius_se,0.02569575607776642
fractal_dimension_se,0.017373355105519295
compactness_worst,0.0126310084015131
