Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0323561910263207,0.0714012009332723,0.0390881070932921,0.0501379492432426,0.0639337389829701,0
0.0049477705452591,0.0165000900456353,0.0851484660366002,0.0673469119439559,0.0132342254959179,0
0.0052515990900642,0.0088911932723267,0.0231878447795615,0.0403877502337426,0.0139702388290537,0
0.0156255938898881,0.0155199664436718,0.0135387649956871,0.0074805498558699,0.0153818421514837,0
0.0027297783314305,0.0390262375695302,0.008234739329885,0.0008622971262015,0.0035014327094402,0
0.0159443533053512,0.0162986395141,0.0081767557473743,0.0039703002845978,0.0068146201637795,0
0.0130086436599273,0.0044991785211159,0.0042136260691811,0.0193971336120739,0.0085053779062859,0
0.0096618811210946,0.0044831139101263,0.0015563813202521,0.0007155491359641,0.024089942258572,0
0.012549899507533,0.0073901642990462,0.0,0.0103659365296035,0.0030758928629525,1
0.0045334147201741,8.603925433228465e-05,0.0,0.0175278001199202,0.005845691486805,1
0.0078223279852639,0.0146343968594994,0.0,-0.0063740401802694,0.0107037774009984,2
0.0057068978671861,0.0,0.0120144702581798,0.0032062020171981,0.0043108351323531,1
0.0037564724817981,0.000126251638593,0.0150933431702501,0.0015657484797103,0.0037746564252302,0
0.0021909502244499,0.0014414489718482,0.0001073056810042,-0.0002937245347044,0.0145827700162217,1
0.0051032978608546,0.0053203820426236,-0.0005266018913072,-0.0005223619713283,0.0052015239855141,2
0.008487676710219,0.0023253561901476,0.0,0.0022946806693011,-0.0010913963983988,2
0.0106413009781938,0.0004949424109038,0.0,-0.005935513137511,0.0,3
0.0,0.0,0.0,0.0,0.0049104985470573,4
-0.0007814275541835,0.0,0.0,0.0,0.0053128527128137,4
0.0018671568655682,0.0,0.0,0.0007844076557632,0.0,3
0.0020078042565899,0.0,0.0,0.0,0.0,4
0.0009032968859023,0.0015610208225381,0.0,0.0,-0.001408826020391,3
0.0,0.0,0.0,0.0,0.00073666294061,4
0.0002626834782388,0.0020049484945176,-9.286552667618351e-05,3.983057268401591e-05,-0.0014795227464111,2
0.0002974796678651,0.0,0.0,0.0,0.0,4
0.0,-0.0002096428566009,0.0,0.0,0.0004552077357879,4
0.0002294013846446,0.0,0.0,0.0,0.0,4
0.0001402196529157,-0.0002473294822608,0.0,0.0,0.0002456134490092,3
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,-2.216567778412504e-05,0.0,0.0,0.0,5
-2.88250757490921e-05,0.0,0.0,0.0,0.0,5
0.0,0.0001475246316369,0.0,0.0002027076044503,-0.0006036559890379,3
-1.956932246688359e-06,-0.0002524640860364,0.0,0.0,0.0,5
-0.0006553621305262,0.0,0.0,0.0,0.0,5
-0.0018724829941878,-0.0010017635202144,0.0,0.0003202821626601,-0.0003406570536927,4
6.84320066562466e-05,0.0,0.0,-0.0033209010745015,-5.421898205809073e-05,4
