feature,shap_importance
area_se,1.3589091296785731
area_worst,1.2646278489919105
perimeter_worst,1.039747689952666
concave points_worst,1.0065761649580172
concavity_worst,0.9709539368015121
texture_worst,0.7572664411062514
smoothness_worst,0.5335386298563314
texture_mean,0.3510634301306437
fractal_dimension_mean,0.30794559013564277
concave points_mean,0.23179976936870292
smoothness_mean,0.229102883316188
compactness_se,0.20382123701397156
symmetry_worst,0.20272028878206716
compactness_mean,0.16906429666474435
fractal_dimension_se,0.12621953065398867
radius_se,0.08519905440585
compactness_worst,0.04435778224012618
fractal_dimension_worst,0.04097595843279767
symmetry_se,0.03547892932831368
perimeter_mean,0.004952968438010615
