feature,mean_importance
fractal_dimension_worst,-0.00025250852953566936
smoothness_se,-8.465213572090014e-05
smoothness_mean,4.9960036108132046e-17
symmetry_mean,0.0014493449827038707
area_mean,0.004155984292168677
perimeter_mean,0.004241113360918638
concavity_mean,0.00507976073529155
symmetry_worst,0.006667556653988227
texture_mean,0.007520313010666621
smoothness_worst,0.007863866382727652
radius_mean,0.008079026861949206
texture_worst,0.011392283796073243
concavity_worst,0.013747187259862797
concave points_mean,0.014596144369674841
area_se,0.02254537083072903
perimeter_se,0.026058561336263875
compactness_worst,0.027984826978326736
radius_worst,0.04189602957963069
area_worst,0.07711584515839683
perimeter_worst,0.08086103189201907
concave points_worst,0.15544368678244866
